EAR,mouth_ratio,head_tilt,eye_closure_time,no_movement_time,label
0.264,0.797,3.2,2.6,4.41,drowsy
0.114,0.369,21.9,6.36,10.43,unconscious
0.227,0.322,4.9,0.0,0.49,alert
0.149,0.345,18.1,7.22,6.88,alert
0.233,0.346,13.5,1.77,2.35,drowsy
0.125,0.607,31.3,2.86,5.38,unconscious
0.343,0.41,9.7,0.0,0.0,alert
0.18,0.44,17.0,2.44,3.01,drowsy
0.313,0.269,2.7,0.29,0.87,alert
0.316,0.228,6.1,0.16,0.06,alert
0.178,0.71,17.8,8.12,7.13,unconscious
0.161,0.486,13.9,3.08,11.29,unconscious
0.05,0.3,25.4,5.56,9.08,unconscious
0.209,0.88,11.5,1.09,2.91,drowsy
0.324,0.355,6.9,0.3,0.52,alert
0.338,0.344,10.1,0.55,0.62,alert
0.289,0.297,3.4,0.04,0.24,alert
0.085,0.654,30.4,5.13,7.84,unconscious
0.318,0.47,2.5,0.0,0.25,alert
0.186,0.613,21.6,4.01,3.18,drowsy
0.23,0.516,15.2,0.64,1.51,drowsy
0.223,0.925,16.3,3.14,3.59,drowsy
0.126,0.541,20.1,2.92,10.88,unconscious
0.301,0.298,1.9,0.0,0.65,alert
0.292,0.336,3.5,0.28,0.31,alert
0.14,0.7,10.7,2.13,4.11,drowsy
0.271,0.278,3.8,0.16,0.22,alert
0.184,0.711,30.6,3.23,8.74,unconscious
0.243,0.726,14.7,1.77,3.03,drowsy
0.113,0.943,14.1,5.23,13.41,unconscious
0.253,0.449,3.9,0.37,0.6,alert
0.345,0.387,18.8,1.33,0.19,drowsy
0.147,0.291,31.9,6.82,1.6,unconscious
0.221,0.795,13.6,0.0,2.86,drowsy
0.326,0.206,1.7,0.2,0.2,alert
0.128,0.377,22.9,8.73,11.67,unconscious
0.255,0.43,6.2,0.09,0.46,alert
0.426,0.263,26.9,1.43,0.93,drowsy
0.308,0.365,1.8,0.43,0.65,alert
0.164,0.665,18.6,4.75,6.23,unconscious
0.248,0.262,5.3,0.2,0.0,alert
0.212,0.642,19.7,2.63,1.84,drowsy
0.289,0.215,1.3,0.51,1.08,alert
0.159,0.0,26.9,2.98,9.94,unconscious
0.248,0.595,12.9,1.31,4.43,drowsy
0.16,0.757,10.9,0.11,4.48,drowsy
0.165,0.433,38.9,6.4,10.54,unconscious
0.232,0.367,6.4,0.0,0.83,alert
0.284,0.306,6.3,0.26,0.49,alert
0.354,0.328,3.5,0.36,0.26,alert
0.288,0.199,5.5,0.25,0.62,alert
0.258,0.177,7.6,0.4,1.05,alert
0.098,0.278,13.2,7.64,3.02,unconscious
0.141,0.599,15.7,1.57,2.65,drowsy
0.244,0.39,3.4,0.44,0.29,alert
0.347,0.175,0.7,0.59,0.35,alert
0.29,0.369,3.1,0.0,1.1,alert
0.226,0.706,17.5,1.46,3.28,drowsy
0.129,0.564,28.9,7.61,9.36,unconscious
0.236,0.265,8.1,0.0,0.81,alert
0.277,0.496,8.0,0.25,0.43,alert
0.105,0.135,22.5,9.94,9.49,unconscious
0.247,0.233,8.2,0.3,0.29,alert
0.294,0.253,9.3,0.27,0.0,alert
0.155,0.648,30.1,6.51,9.45,unconscious
0.28,0.643,10.8,1.43,2.64,drowsy
0.21,0.78,8.6,2.6,2.48,drowsy
0.165,0.516,15.9,2.48,5.12,drowsy
0.36,0.259,8.7,0.5,0.24,alert
0.276,0.471,12.6,2.68,5.93,drowsy
0.098,0.712,30.8,6.07,10.01,unconscious
0.114,0.81,1.1,5.52,5.94,alert
0.167,0.759,10.1,2.73,2.56,drowsy
0.261,0.405,7.0,0.52,0.26,alert
0.133,0.293,37.5,8.34,7.36,unconscious
0.275,0.408,3.4,0.02,0.0,alert
0.3,0.301,1.4,0.37,0.0,alert
0.106,0.389,22.1,6.3,5.57,unconscious
0.182,0.618,7.8,3.25,4.31,drowsy
0.113,0.309,31.8,5.72,7.26,unconscious
0.291,0.284,3.8,0.28,0.44,alert
0.321,0.38,11.0,0.44,0.65,alert
0.305,0.607,17.9,1.97,5.2,drowsy
0.228,0.552,8.5,2.22,3.43,drowsy
0.155,0.847,18.0,5.46,9.61,unconscious
0.099,0.507,2.7,7.39,2.94,drowsy
0.365,0.881,5.3,1.29,2.92,drowsy
0.287,0.195,6.9,0.37,1.18,alert
0.291,0.085,6.4,0.09,1.16,alert
0.253,0.387,22.5,2.85,4.05,drowsy
0.291,0.19,3.2,0.01,1.25,alert
0.192,0.289,7.9,0.43,1.06,alert
0.103,0.114,19.5,6.05,12.99,unconscious
0.181,0.24,12.3,0.61,0.69,alert
0.15,0.649,11.4,0.48,2.39,drowsy
0.194,0.293,8.0,1.01,3.54,drowsy
0.162,0.587,18.0,8.98,2.37,unconscious
0.203,0.314,24.5,3.5,6.14,unconscious
0.288,0.253,8.9,0.18,1.15,alert
0.171,0.0,34.9,3.39,6.0,unconscious
0.279,0.34,6.4,0.34,0.0,alert
0.07,0.721,17.2,6.64,6.95,unconscious
0.101,0.464,7.2,7.07,3.38,drowsy
0.156,0.522,12.7,5.52,5.29,unconscious
0.263,0.403,5.9,0.42,0.92,alert
0.094,0.466,14.5,5.31,7.19,unconscious
0.143,0.776,14.2,1.21,4.54,drowsy
0.184,0.754,11.8,0.83,5.09,drowsy
0.442,0.95,34.1,3.63,8.71,alert
0.265,0.661,16.4,2.64,2.63,drowsy
0.258,0.528,10.4,2.63,1.53,drowsy
0.099,0.309,23.0,4.3,6.16,unconscious
0.107,0.378,34.5,3.54,9.45,unconscious
0.177,0.545,30.0,2.71,9.32,unconscious
0.25,0.487,10.6,3.56,4.97,drowsy
0.192,0.437,29.3,6.2,5.83,unconscious
0.28,0.453,4.1,0.47,0.84,alert
0.363,0.225,5.3,0.0,1.36,alert
0.2,0.359,12.3,1.14,2.31,drowsy
0.181,0.429,9.2,7.74,13.29,unconscious
0.19,0.752,3.6,1.33,2.41,drowsy
0.167,0.504,28.8,5.34,9.36,unconscious
0.097,0.365,29.9,1.52,10.77,unconscious
0.212,0.644,5.3,0.74,5.42,drowsy
0.21,0.438,15.5,3.46,3.54,drowsy
0.135,0.58,20.1,0.06,7.23,unconscious
0.242,0.351,4.8,0.0,0.23,alert
0.306,0.285,3.0,0.21,0.0,alert
0.231,0.19,0.2,0.0,0.69,alert
0.328,0.374,2.3,0.49,0.9,alert
0.097,0.555,14.9,1.73,3.38,drowsy
0.098,0.558,28.1,3.2,8.34,unconscious
0.156,0.601,6.4,1.32,3.27,drowsy
0.133,0.578,13.3,7.22,11.11,unconscious
0.174,0.665,45.0,3.4,10.0,unconscious
0.222,0.482,22.0,3.67,2.04,drowsy
0.068,0.522,9.8,2.94,3.4,drowsy
0.124,0.663,25.0,4.13,9.51,unconscious
0.145,0.626,17.9,3.4,4.89,drowsy
0.343,0.35,7.3,0.0,0.58,alert
0.288,0.405,0.3,0.14,0.16,alert
0.147,0.0,19.2,5.84,6.31,unconscious
0.088,0.49,34.9,4.4,7.09,unconscious
0.099,0.479,27.5,7.43,10.17,unconscious
0.113,0.407,21.4,6.74,7.29,unconscious
0.105,0.275,31.7,3.98,6.57,unconscious
0.295,0.377,8.1,0.0,0.71,alert
0.265,0.208,3.4,0.45,0.0,alert
0.234,0.436,6.5,0.33,0.79,alert
0.1,0.791,20.0,7.23,5.59,unconscious
0.222,0.241,23.0,3.29,12.16,unconscious
0.178,0.835,2.8,2.99,1.23,drowsy
0.177,0.902,26.8,5.88,5.78,unconscious
0.153,0.085,40.7,4.95,10.08,unconscious
0.151,0.736,18.0,2.75,4.38,drowsy
0.299,0.138,3.4,0.16,0.98,alert
0.125,0.442,10.6,2.36,15.26,unconscious
0.345,0.275,4.6,0.37,1.09,alert
0.207,0.415,18.4,5.22,11.43,unconscious
0.305,0.231,6.4,0.17,0.0,alert
0.305,0.326,5.6,0.14,0.43,alert
0.351,0.669,10.6,2.99,0.6,drowsy
0.232,0.126,4.7,0.04,0.66,alert
0.212,0.662,26.7,4.49,7.6,unconscious
0.305,0.226,3.5,0.0,0.0,alert
0.186,0.542,16.5,1.48,2.11,drowsy
0.19,0.59,19.2,0.68,2.02,drowsy
0.136,0.872,25.5,6.26,12.91,unconscious
0.182,0.437,17.4,3.18,8.41,unconscious
0.127,0.487,6.3,3.74,6.85,unconscious
0.276,0.356,8.7,0.02,0.17,alert
0.395,0.955,0.0,6.74,5.06,drowsy
0.244,0.67,9.7,1.51,5.31,drowsy
0.205,0.796,12.5,2.43,3.29,drowsy
0.125,0.168,36.3,8.03,6.02,unconscious
0.104,0.522,10.0,1.51,1.12,drowsy
0.274,0.411,1.4,0.0,0.47,alert
0.236,0.495,9.8,1.64,4.37,drowsy
0.273,0.547,10.9,1.58,1.92,drowsy
0.124,0.286,30.8,3.43,7.99,unconscious
0.123,0.92,9.2,0.0,2.56,drowsy
0.136,0.343,26.4,5.58,5.8,unconscious
0.147,0.26,34.4,2.34,8.86,unconscious
0.257,0.317,3.0,0.74,0.34,alert
0.305,0.165,4.6,0.52,0.76,alert
0.121,0.313,24.2,0.0,8.74,unconscious
0.212,0.949,15.0,2.18,3.44,drowsy
0.211,0.601,26.8,7.3,5.77,unconscious
0.134,0.484,38.1,7.56,6.25,unconscious
0.255,0.615,16.3,2.76,3.72,drowsy
0.223,0.393,7.6,0.05,0.0,alert
0.251,0.378,3.2,0.0,0.62,alert
0.189,0.297,8.0,2.3,6.46,drowsy
0.188,0.609,9.7,0.04,2.74,drowsy
0.315,0.352,5.3,0.04,0.53,alert
0.201,0.689,17.5,0.71,4.69,drowsy
0.365,0.221,3.6,0.0,0.11,alert
0.1,0.237,30.6,3.35,9.37,unconscious
0.102,0.479,35.7,6.25,9.66,unconscious
0.105,0.977,11.8,1.07,0.45,drowsy
0.203,0.306,19.9,7.14,5.37,unconscious
0.129,0.437,19.8,5.78,11.55,unconscious
0.11,0.542,26.6,5.27,12.52,unconscious
0.2,0.391,15.6,1.8,2.68,drowsy
0.161,0.34,31.3,4.86,16.47,unconscious
0.281,0.131,0.2,0.0,0.5,alert
0.359,0.286,5.2,0.71,1.09,alert
0.249,0.329,4.2,0.0,0.81,alert
0.112,0.735,16.3,7.51,9.78,unconscious
0.313,0.795,18.4,2.59,1.03,drowsy
0.259,0.508,1.9,0.0,0.0,alert
0.05,0.124,34.8,5.75,4.68,unconscious
0.237,0.701,18.9,1.33,4.66,drowsy
0.246,0.564,8.9,2.4,4.58,drowsy
0.206,0.792,4.6,1.68,4.4,drowsy
0.081,0.0,12.3,4.57,6.8,unconscious
0.199,0.72,28.9,7.12,12.85,unconscious
0.325,0.231,6.8,0.0,0.23,alert
0.271,0.236,1.6,0.78,0.6,alert
0.243,0.684,29.5,4.73,13.57,unconscious
0.148,0.405,5.2,1.39,2.98,drowsy
0.149,0.11,38.4,7.92,8.54,unconscious
0.159,0.806,21.6,6.92,2.61,unconscious
0.324,0.291,1.3,0.15,0.48,alert
0.293,0.2,8.2,0.03,0.76,alert
0.252,0.279,6.4,0.25,0.92,alert
0.276,0.12,7.1,0.0,0.0,alert
0.303,0.204,4.1,0.69,1.54,alert
0.28,0.61,16.1,2.42,1.39,drowsy
0.247,0.27,5.9,0.31,0.8,alert
0.288,0.177,6.2,0.1,0.76,alert
0.11,0.033,28.2,4.36,7.87,unconscious
0.245,0.396,8.7,0.18,0.63,alert
0.197,0.446,15.6,2.94,2.54,drowsy
0.237,0.468,12.6,1.35,4.98,drowsy
0.347,0.395,9.7,0.09,0.0,alert
0.198,0.382,1.9,0.6,0.0,alert
0.24,0.587,12.3,2.03,3.31,drowsy
0.185,0.144,8.6,4.09,7.23,unconscious
0.304,0.253,3.8,0.24,0.61,alert
0.336,0.808,10.1,4.32,5.28,alert
0.272,0.421,4.2,0.19,1.04,alert
0.114,0.532,9.5,6.31,3.24,unconscious
0.128,0.599,13.9,6.83,7.56,unconscious
0.282,0.518,12.9,7.1,6.7,alert
0.118,0.487,23.7,5.05,9.51,unconscious
0.237,0.595,11.5,2.43,0.62,drowsy
0.209,0.717,1.6,1.41,2.31,drowsy
0.247,0.725,14.5,3.21,3.73,drowsy
0.128,0.386,35.2,3.92,4.9,unconscious
0.304,0.221,4.5,0.17,1.03,alert
0.274,0.116,7.4,0.1,0.27,alert
0.237,0.158,1.1,0.4,0.44,alert
0.15,0.443,16.0,6.61,6.97,unconscious
0.245,0.317,10.5,1.01,0.86,drowsy
0.173,0.821,18.7,1.49,3.46,drowsy
0.29,0.201,4.5,0.45,0.47,alert
0.123,0.476,6.8,3.23,5.97,unconscious
0.201,0.146,19.5,6.3,9.31,unconscious
0.281,0.169,6.3,0.32,1.0,alert
0.214,0.598,10.1,2.36,4.02,drowsy
0.219,0.381,6.5,0.0,0.09,alert
0.064,0.155,17.4,7.56,8.96,unconscious
0.177,0.815,6.4,2.66,2.81,drowsy
0.075,0.278,14.1,3.51,6.43,unconscious
0.224,0.626,13.9,1.61,3.92,drowsy
0.088,0.436,12.6,2.11,2.8,drowsy
0.136,0.677,12.7,3.54,3.82,drowsy
0.177,0.0,35.7,11.86,13.1,unconscious
0.172,0.401,23.1,3.15,0.99,unconscious
0.197,0.277,15.6,1.22,2.8,drowsy
0.16,0.637,12.8,2.75,8.04,unconscious
0.247,0.135,8.4,0.0,0.0,alert
0.385,0.437,3.6,0.0,0.65,alert
0.107,0.446,22.6,4.62,7.56,unconscious
0.095,0.597,25.7,6.22,7.16,unconscious
0.378,0.213,2.5,0.06,0.24,alert
0.196,0.224,21.8,7.89,9.86,unconscious
0.284,0.33,2.8,0.0,1.07,alert
0.243,0.678,18.8,3.17,3.16,drowsy
0.188,0.761,26.4,7.3,6.25,unconscious
0.246,0.724,7.8,2.59,2.35,drowsy
0.21,0.845,4.8,1.65,6.03,drowsy
0.262,0.758,15.0,1.95,3.06,drowsy
0.109,0.253,24.7,4.3,4.0,unconscious
0.265,0.235,0.8,0.25,0.49,alert
0.259,0.49,20.0,1.41,1.63,drowsy
0.193,0.94,4.9,1.37,3.8,drowsy
0.243,0.789,8.8,3.14,1.34,drowsy
0.226,0.143,3.8,0.6,0.25,alert
0.217,0.45,4.9,2.04,4.3,drowsy
0.116,0.063,12.0,8.07,5.3,unconscious
0.29,0.283,4.3,0.33,0.0,alert
0.197,0.982,34.5,6.18,2.74,alert
0.35,0.463,34.6,7.41,3.28,alert
0.089,0.408,33.4,5.72,7.62,unconscious
0.166,0.53,11.5,7.13,11.59,unconscious
0.276,0.881,12.4,2.28,0.71,drowsy
0.211,0.562,13.6,1.88,1.98,drowsy
0.343,0.39,5.0,0.35,0.0,alert
0.288,0.278,8.7,0.46,0.0,alert
0.357,0.728,11.9,2.72,0.76,drowsy
0.192,0.252,24.0,3.73,6.68,unconscious
0.218,0.624,13.0,2.32,3.78,drowsy
0.25,0.55,5.1,1.25,1.56,drowsy
0.294,0.294,5.5,0.43,0.02,alert
0.305,0.332,0.5,0.54,0.1,alert
0.148,0.83,10.1,1.07,2.31,drowsy
0.171,0.322,18.7,6.4,7.84,unconscious
0.203,0.619,17.3,0.91,3.02,drowsy
0.087,0.583,27.2,8.03,7.39,unconscious
0.235,0.477,1.2,0.64,1.47,alert
0.283,0.244,3.5,0.35,0.21,alert
0.257,0.192,40.4,9.88,9.41,unconscious
0.262,0.466,8.0,2.02,2.25,drowsy
0.172,0.87,8.2,3.74,4.88,drowsy
0.22,0.576,14.4,1.87,0.83,drowsy
0.079,0.363,27.5,0.0,8.74,unconscious
0.308,0.559,7.7,0.07,0.39,alert
0.27,0.317,7.0,0.4,0.47,alert
0.148,0.484,29.4,3.42,5.71,unconscious
0.185,0.386,34.3,4.72,9.71,unconscious
0.148,0.544,9.8,3.69,8.03,unconscious
0.097,0.452,14.4,4.2,6.46,unconscious
0.214,0.702,10.5,0.0,5.07,drowsy
0.205,0.343,16.2,2.01,1.98,drowsy
0.296,0.203,8.3,0.0,1.1,alert
0.293,0.236,8.1,0.03,0.6,alert
0.304,0.376,1.9,0.0,0.01,alert
0.302,0.358,14.0,0.0,1.04,alert
0.244,0.268,6.9,0.06,0.24,alert
0.383,0.334,3.0,0.24,0.85,alert
0.335,0.301,0.9,0.0,0.77,alert
0.266,0.342,9.2,0.15,1.3,alert
0.342,0.348,8.7,0.71,0.15,alert
0.271,0.359,7.7,0.0,0.0,alert
0.186,0.76,35.0,0.78,5.25,alert
0.313,0.264,5.8,0.0,0.0,alert
0.225,0.409,32.0,2.9,6.31,unconscious
0.288,0.38,9.5,0.0,0.0,alert
0.307,0.297,3.2,0.18,0.82,alert
0.201,0.806,0.8,1.95,3.41,drowsy
0.139,0.187,30.7,6.08,8.38,unconscious
0.142,0.415,20.8,2.38,7.81,unconscious
0.119,0.348,32.7,3.83,6.89,unconscious
0.249,0.312,3.2,0.0,0.33,alert
0.127,0.727,13.4,5.22,7.32,unconscious
0.239,0.325,3.2,0.57,0.5,alert
0.198,0.514,8.6,0.65,3.75,drowsy
0.136,0.295,27.0,7.37,9.78,unconscious
0.245,0.834,20.6,4.31,2.6,drowsy
0.05,0.611,31.6,6.21,7.8,alert
0.064,0.027,17.3,4.2,11.01,unconscious
0.176,0.556,12.2,1.03,4.29,drowsy
0.246,0.368,2.1,0.85,0.58,alert
0.129,0.301,16.3,9.04,4.97,unconscious
0.156,0.73,0.2,2.91,5.3,drowsy
0.147,0.393,37.5,4.16,6.46,unconscious
0.294,0.773,20.8,0.79,5.42,drowsy
0.325,0.437,10.2,0.02,0.0,alert
0.197,0.29,32.5,6.0,9.9,unconscious
0.27,0.359,4.3,0.17,0.99,alert
0.246,0.439,3.9,0.36,0.25,alert
0.114,0.304,19.2,3.88,9.48,unconscious
0.225,0.523,10.4,2.4,5.15,drowsy
0.153,0.0,15.2,8.66,5.74,unconscious
0.311,0.294,5.6,0.63,0.06,alert
0.352,0.297,5.8,0.0,0.86,alert
0.242,0.536,13.1,2.04,4.47,drowsy
0.331,0.257,4.2,0.17,0.63,alert
0.219,0.629,34.6,5.04,11.09,unconscious
0.163,0.555,33.2,2.11,9.53,unconscious
0.195,0.557,2.3,0.2,3.83,drowsy
0.054,0.677,20.0,2.14,7.83,unconscious
0.187,0.193,20.8,5.16,10.41,unconscious
0.343,0.371,8.6,0.0,1.08,alert
0.203,0.231,2.2,0.0,0.6,alert
0.08,0.623,7.5,1.68,6.69,drowsy
0.184,0.384,23.1,4.18,5.71,unconscious
0.097,0.188,28.5,8.71,9.68,unconscious
0.205,0.671,17.1,0.93,3.17,drowsy
0.143,0.395,23.9,6.6,5.95,unconscious
0.342,0.379,1.7,0.2,0.16,alert
0.205,0.144,7.6,0.27,1.23,alert
0.189,0.719,15.3,2.37,2.9,drowsy
0.284,0.45,4.6,0.27,0.31,alert
0.184,0.519,15.3,0.28,3.86,drowsy
0.131,0.542,18.7,2.33,2.33,drowsy
0.183,0.344,27.1,3.96,7.03,unconscious
0.14,0.127,13.7,5.51,8.79,unconscious
0.249,0.419,5.3,0.49,0.47,alert
0.178,0.631,26.0,3.2,2.62,drowsy
0.165,0.457,12.0,2.23,3.43,drowsy
0.135,0.726,8.9,2.6,0.65,drowsy
0.05,0.267,21.4,6.66,2.79,alert
0.173,0.279,28.5,6.02,11.35,unconscious
0.288,0.287,3.4,0.06,0.26,alert
0.241,0.97,25.0,2.82,4.4,drowsy
0.117,0.243,22.3,3.68,7.42,unconscious
0.289,0.27,5.5,0.45,0.81,alert
0.224,0.393,2.4,0.68,0.0,alert
0.231,0.696,18.8,1.71,1.85,drowsy
0.199,0.571,18.2,2.64,1.5,drowsy
0.096,0.4,19.7,9.33,5.18,unconscious
0.171,0.416,12.4,6.73,11.66,unconscious
0.147,0.622,19.2,5.8,12.08,unconscious
0.246,0.263,4.4,0.0,0.96,alert
0.247,0.815,21.9,1.59,1.46,drowsy
0.244,0.677,12.8,1.87,3.31,drowsy
0.16,0.573,18.6,4.02,2.61,unconscious
0.233,0.331,6.7,0.34,0.0,alert
0.227,0.585,39.5,4.7,2.24,drowsy
0.221,0.835,15.2,0.0,2.33,drowsy
0.215,0.593,31.1,5.66,6.59,unconscious
0.063,0.559,26.6,7.5,8.47,unconscious
0.19,0.528,14.9,2.96,2.41,drowsy
0.338,0.163,5.5,0.64,0.0,alert
0.29,0.295,0.1,0.0,0.72,alert
0.272,0.904,5.3,7.34,3.45,alert
0.085,0.142,30.9,4.62,12.35,unconscious
0.212,0.479,9.9,2.09,3.44,drowsy
0.174,0.426,21.9,5.51,8.2,unconscious
0.33,0.66,18.1,3.79,3.59,drowsy
0.25,0.393,5.8,0.16,0.8,alert
0.302,0.257,4.4,0.33,0.0,alert
0.082,0.399,21.5,3.68,7.26,unconscious
0.111,0.333,7.9,3.24,10.99,unconscious
0.237,0.5,18.8,1.52,3.38,drowsy
0.311,0.529,5.7,0.34,0.74,alert
0.371,0.044,26.6,0.36,7.86,unconscious
0.125,0.69,22.5,9.21,9.7,unconscious
0.097,0.197,33.9,5.59,2.04,unconscious
0.253,0.277,6.1,0.0,0.75,alert
0.162,0.565,13.7,1.39,1.79,drowsy
0.158,0.363,33.1,4.91,5.65,unconscious
0.23,0.462,1.6,0.52,0.74,alert
0.261,0.46,19.6,1.44,3.91,drowsy
0.217,0.616,18.1,2.22,2.76,drowsy
0.119,1.0,28.9,3.44,5.2,unconscious
0.283,0.279,6.2,0.08,0.81,alert
0.256,0.319,6.2,0.63,0.07,alert
0.259,0.713,7.8,2.22,2.43,drowsy
0.198,0.81,10.3,1.65,3.98,drowsy
0.121,0.329,30.2,2.67,2.76,unconscious
0.279,0.417,9.1,0.02,0.61,alert
0.31,0.288,6.0,0.34,0.04,alert
0.321,0.416,36.6,6.59,1.67,unconscious
0.335,0.773,6.6,2.51,2.3,drowsy
0.265,0.694,10.2,0.45,4.57,drowsy
0.279,0.132,5.9,0.0,0.16,alert
0.135,0.281,30.3,7.47,7.7,unconscious
0.11,0.475,7.5,2.38,3.91,drowsy
0.057,0.109,20.8,5.87,3.66,unconscious
0.232,0.722,16.2,1.75,3.19,drowsy
0.223,0.584,23.8,1.95,2.14,drowsy
0.269,0.343,2.6,0.0,1.31,alert
0.14,0.424,16.0,5.88,8.73,unconscious
0.252,0.363,11.0,0.0,0.83,alert
0.11,0.235,40.9,10.47,10.26,unconscious
0.278,0.308,6.2,0.21,0.36,alert
0.313,0.251,4.1,0.75,0.56,alert
0.313,0.439,5.7,0.83,0.75,alert
0.08,0.433,33.0,6.41,10.98,unconscious
0.257,0.432,1.5,0.09,1.24,alert
0.161,0.695,6.9,0.61,3.3,drowsy
0.087,0.373,19.8,2.5,4.27,unconscious
0.212,0.27,2.4,0.24,0.74,alert
0.392,0.545,16.8,4.27,7.03,alert
0.308,0.42,3.1,0.0,0.2,alert
0.295,0.485,6.7,0.91,2.06,drowsy
0.278,0.755,17.2,0.78,3.59,drowsy
0.051,0.493,37.9,7.7,7.1,unconscious
0.299,0.528,33.1,1.78,1.95,unconscious
0.332,0.301,7.0,0.09,0.3,alert
0.071,0.145,22.5,3.84,10.17,unconscious
0.143,0.38,29.0,5.07,6.69,unconscious
0.189,0.666,10.7,3.07,3.31,drowsy
0.106,0.179,22.1,8.63,8.99,unconscious
0.277,0.515,6.0,2.25,5.38,drowsy
0.168,0.921,3.7,1.67,2.5,drowsy
0.202,0.154,3.5,0.25,0.39,alert
0.269,0.64,13.6,0.8,4.03,drowsy
0.21,0.642,15.2,3.28,4.05,drowsy
0.266,0.374,19.2,1.7,3.15,drowsy
0.288,0.411,2.5,0.0,0.2,alert
0.076,0.463,22.5,4.95,6.16,unconscious
0.303,0.3,3.2,0.22,0.71,alert
0.278,0.679,9.2,2.47,5.38,drowsy
0.137,0.449,32.6,5.66,12.46,unconscious
0.269,0.518,14.0,1.1,0.0,drowsy
0.229,0.367,2.2,0.13,0.63,alert
0.259,0.343,3.4,0.0,0.74,alert
0.244,0.376,8.0,0.0,0.0,alert
0.21,0.68,16.4,1.69,0.0,drowsy
0.27,0.228,6.6,0.71,0.21,alert
0.198,0.616,3.9,2.71,0.94,drowsy
0.312,0.413,12.1,1.88,4.01,drowsy
0.298,0.581,9.6,4.01,2.17,drowsy
0.327,0.212,10.6,0.3,0.94,alert
0.259,0.294,13.1,0.0,0.47,alert
0.143,0.14,24.6,9.62,2.6,unconscious
0.222,0.644,2.9,1.18,2.64,drowsy
0.139,0.522,22.1,5.21,6.25,unconscious
0.188,0.239,12.1,0.18,1.14,alert
0.19,0.228,28.1,2.02,9.11,drowsy
0.237,0.516,7.1,2.59,1.23,drowsy
0.149,0.15,22.6,5.11,10.05,unconscious
0.399,0.498,34.0,1.98,1.75,alert
0.275,0.42,5.6,0.88,1.04,alert
0.132,0.746,12.1,1.4,1.51,drowsy
0.05,0.601,2.0,6.88,7.61,alert
0.296,0.449,6.0,0.17,0.23,alert
0.225,0.485,16.1,3.23,2.55,drowsy
0.162,0.744,29.7,0.49,6.98,unconscious
0.194,1.0,19.5,2.53,1.24,drowsy
0.146,0.529,7.5,0.38,0.0,drowsy
0.158,0.284,23.4,6.64,7.5,unconscious
0.091,0.679,12.7,6.81,3.47,unconscious
0.13,0.278,4.4,8.37,10.46,unconscious
0.177,0.037,29.4,2.75,7.72,unconscious
0.143,0.455,22.4,3.71,8.12,unconscious
0.325,0.333,9.6,0.37,0.81,alert
0.353,0.314,3.0,0.18,0.23,alert
0.144,0.586,2.1,3.22,2.15,drowsy
0.236,0.621,15.6,0.5,1.71,drowsy
0.083,0.628,24.0,6.6,12.77,unconscious
0.108,0.39,33.3,3.93,9.88,unconscious
0.125,0.26,37.4,3.9,1.11,drowsy
0.201,0.579,5.5,1.01,4.82,drowsy
0.129,0.377,22.4,10.36,0.35,unconscious
0.156,0.338,12.1,3.59,5.17,unconscious
0.082,0.627,29.8,6.52,10.58,unconscious
0.232,0.398,8.8,0.6,0.18,alert
0.323,0.102,2.8,0.76,1.33,alert
0.364,0.349,10.0,0.28,0.0,alert
0.135,0.711,6.0,6.82,9.67,unconscious
0.171,0.536,21.3,0.69,2.9,drowsy
0.219,0.708,13.1,2.51,6.25,drowsy
0.2,0.332,18.8,6.4,9.29,unconscious
0.306,0.212,1.3,0.1,2.06,alert
0.292,0.742,20.7,1.22,3.05,drowsy
0.251,0.396,0.6,0.43,0.64,alert
0.209,0.725,8.9,0.45,1.85,drowsy
0.235,0.904,20.9,0.87,5.77,drowsy
0.209,0.875,6.1,0.89,2.08,drowsy
0.244,0.937,8.7,1.14,4.27,drowsy
0.119,0.587,13.3,8.02,7.89,unconscious
0.093,0.261,33.6,5.7,4.61,unconscious
0.189,0.102,37.9,0.0,6.92,unconscious
0.147,0.158,23.0,7.33,14.4,unconscious
0.23,0.396,2.1,0.46,0.99,alert
0.147,0.392,23.7,5.3,7.51,unconscious
0.05,0.71,11.8,1.67,0.12,alert
0.156,0.673,26.2,7.25,6.86,unconscious
0.157,0.834,21.3,4.12,5.12,unconscious
0.219,0.629,25.7,4.04,1.42,alert
0.213,0.542,5.0,1.97,2.25,drowsy
0.269,0.319,6.5,0.33,0.52,alert
0.31,0.362,9.4,0.0,0.35,alert
0.264,0.337,6.6,0.19,0.35,alert
0.263,0.415,6.2,0.6,0.01,alert
0.246,0.297,3.6,0.03,1.23,alert
0.162,0.603,14.7,0.68,2.4,drowsy
0.186,0.137,43.4,0.67,9.05,unconscious
0.165,0.573,10.4,1.89,1.11,drowsy
0.139,0.332,31.9,4.45,6.97,unconscious
0.331,0.467,7.7,0.0,0.08,alert
0.18,0.365,20.8,1.0,0.36,drowsy
0.217,0.55,10.3,1.45,2.95,drowsy
0.18,0.322,25.1,5.23,5.4,unconscious
0.292,0.308,7.0,0.51,0.8,alert
0.217,0.223,6.6,0.37,0.69,alert
0.193,0.971,8.8,2.21,2.27,drowsy
0.266,0.701,14.4,1.66,5.28,drowsy
0.244,0.113,4.2,0.0,0.03,alert
